scene_name,bound,camera,prev_frame_depth_mode,all,frustum,mocVis,gpuIds,mocBuf,mocQry,gpuDraw,depthRead
vikings_d2e76e6a,dop22,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.608,2.749,7.950,0.929
vikings_d2e76e6a,dop24,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.644,2.896,7.873,0.947
vikings_d2e76e6a,dop26,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.650,2.949,7.480,0.953
vikings_d2e76e6a,dop28,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.684,3.009,8.126,0.973
vikings_d2e76e6a,dop30,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.650,3.050,7.564,0.961
vikings_22683415,aabb,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,459,351,52.072,0.254,2.175,0.000
vikings_22683415,aabb-tri,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,446,351,52.851,1.040,2.049,0.000
vikings_22683415,dop10,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,440,351,53.419,1.731,2.057,0.000
vikings_22683415,dop12,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,436,351,52.403,1.946,1.806,0.000
vikings_22683415,dop14,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,435,351,51.633,2.133,2.106,0.000
vikings_22683415,dop16,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,433,351,51.772,2.234,1.671,0.000
vikings_22683415,dop18,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,432,351,52.228,2.437,2.222,0.000
vikings_22683415,dop20,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,428,351,51.749,2.529,1.680,0.000
vikings_22683415,dop22,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,428,351,51.867,2.682,1.679,0.000
vikings_22683415,dop24,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,428,351,52.128,2.790,2.250,0.000
vikings_22683415,dop26,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,428,351,51.794,2.875,1.692,0.000
vikings_22683415,dop28,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,427,351,51.337,2.881,2.044,0.000
vikings_22683415,dop30,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",without-prev-frame-depth,4050,2375,425,351,51.832,2.949,1.675,0.000
vikings_22683415,aabb,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,420,351,1.655,0.265,9.088,0.970
vikings_22683415,aabb-tri,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,412,351,1.723,1.095,8.986,0.993
vikings_22683415,dop10,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,410,351,1.703,1.798,9.530,0.984
vikings_22683415,dop12,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,409,351,1.665,1.958,9.330,0.953
vikings_22683415,dop14,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,408,351,1.702,2.219,8.960,0.978
vikings_22683415,dop16,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,407,351,1.648,2.266,8.969,0.971
vikings_22683415,dop18,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,407,351,1.645,2.474,9.810,0.966
vikings_22683415,dop20,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,403,351,1.708,2.562,8.944,0.967
vikings_22683415,dop22,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,403,351,1.705,2.709,9.363,0.954
vikings_22683415,dop24,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,402,351,1.727,2.793,8.869,0.954
vikings_22683415,dop26,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,401,351,1.650,2.878,9.716,0.956
vikings_22683415,dop28,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,400,351,1.645,2.929,9.002,0.964
vikings_22683415,dop30,"((91.328, 51.2, 530.305), (0.928073, -0.0830066, -0.363029), (0.077303, 0.996549, -0.0302381))",with-prev-frame-depth,4050,2375,398,351,1.656,2.974,9.696,0.971
